fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2078/2079,9.00,0.4737,9.4737,2023-01-02 [Closed]
2077/2078,15.00,0.7895,15.7895,2022-03-31 [Closed]
2076/2077,12.00,3.7894,15.7894,2021-05-28 [Closed]
2074/2075,15.48,0.00,15.48,2019-06-13 [Closed]
2073/2074,20.00,1.053,21.053,2017-11-01 [Closed]
2072/2073,30.00,1.57,31.57,2016-12-23 [Closed]
2071/2072,25.00,,25.00,2016-03-24 [Closed]
2070/2071,10.00,0.52,10.52,2015-06-17 [Closed]
2068/2069,32.00,,32.00,2013-03-17 [Closed]
