fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2077/2078,6.00,0.3158,6.3158,2022-04-25 [Closed]
2076/2077,8.00,0.42,8.42,2021-05-12 [Closed]
2073/2074,10.00,,10.00,2018-04-09 [Closed]
2072/2073,20.00,,20.00,2017-06-23 [Closed]
