fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2074/2075,0.00,14.74,14.74,2018-07-11 [Closed]
2073/2074,17.41,0.91,18.32,2018-06-07 [Closed]
2072/2073,10.00,1.05,11.05,2017-04-10 [Closed]
2071/2072,20.00,1.05,21.05,2016-03-28 [Closed]
2070/2071,20.00,1.053,21.053,2015-05-26 [Closed]
2069/2070,9.00,6.00,15.00,2014-04-25 [Closed]
2067/2068,0.00,15.79,15.79,2012-04-25 [Closed]
