open,high,low,close,percent_change,turnover,date
334.43,334.43,334.43,334.43,-0.14,0.0,2011-03-20
329.85,329.85,329.85,329.85,-0.43,0.0,2011-03-25
329.7,329.7,329.7,329.7,-0.05,0.0,2011-03-27
325.81,325.81,325.81,325.81,-0.75,0.0,2011-03-28
325.27,325.27,325.27,325.27,-0.16,0.0,2011-03-29
322.56,322.56,322.56,322.56,-0.71,0.0,2011-03-30
323.19,323.19,323.19,323.19,0.19,0.0,2011-03-31
322.26,322.26,322.26,322.26,-0.39,0.0,2011-04-04
319.99,319.99,319.99,319.99,-0.71,0.0,2011-04-05
318.47,318.47,318.47,318.47,-0.47,0.0,2011-04-06
317.46,317.46,317.46,317.46,-0.32,0.0,2011-04-07
315.6,315.6,315.6,315.6,-0.65,0.0,2011-04-10
314.38,314.38,314.38,314.38,-0.39,0.0,2011-04-11
315.78,315.78,315.78,315.78,0.44,0.0,2011-04-13
314.58,314.58,314.58,314.58,-0.38,0.0,2011-04-17
313.41,313.41,313.41,313.41,-0.37,0.0,2011-04-18
312.1,312.1,312.1,312.1,-0.42,0.0,2011-04-19
311.7,311.7,311.7,311.7,-0.13,0.0,2011-04-20
310.66,310.66,310.66,310.66,-0.33,0.0,2011-04-21
309.74,309.74,309.74,309.74,-0.28,0.0,2011-04-25
309.75,309.75,309.75,309.75,0.0,0.0,2011-04-26
308.46,308.46,308.46,308.46,-0.42,0.0,2011-04-27
306.68,306.68,306.68,306.68,-0.63,0.0,2011-04-28
305.52,305.52,305.52,305.52,-0.38,0.0,2011-05-02
303.49,303.49,303.49,303.49,-0.8,0.0,2011-05-03
302.05,302.05,302.05,302.05,-0.47,0.0,2011-05-04
302.14,302.14,302.14,302.14,0.03,0.0,2011-05-05
302.16,302.16,302.16,302.16,0.01,0.0,2011-05-08
300.85,300.85,300.85,300.85,-0.43,0.0,2011-05-09
299.84,299.84,299.84,299.84,-0.34,0.0,2011-05-10
300.79,300.79,300.79,300.79,0.32,0.0,2011-05-11
301.16,301.16,301.16,301.16,0.15,0.0,2011-05-12
301.87,301.87,301.87,301.87,0.24,0.0,2011-05-15
301.11,301.11,301.11,301.11,-0.25,0.0,2011-05-16
298.5,298.5,298.5,298.5,-0.87,0.0,2011-05-18
298.86,298.86,298.86,298.86,0.1,0.0,2011-05-19
298.74,298.74,298.74,298.74,-0.04,0.0,2011-05-22
298.2,298.2,298.2,298.2,-0.18,0.0,2011-05-23
298.27,298.27,298.27,298.27,0.05,0.0,2011-05-24
297.92,297.92,297.92,297.92,-0.12,0.0,2011-05-25
299.21,299.21,299.21,299.21,0.43,0.0,2011-05-26
299.05,299.05,299.05,299.05,-0.06,0.0,2011-05-30
298.73,298.73,298.73,298.73,-0.11,0.0,2011-05-31
297.22,297.22,297.22,297.22,-0.5,0.0,2011-06-01
296.19,296.19,296.19,296.19,-0.35,0.0,2011-06-02
294.33,294.33,294.33,294.33,-0.63,0.0,2011-06-05
293.5,293.5,293.5,293.5,-0.26,0.0,2011-06-06
291.89,291.89,291.89,291.89,-0.55,0.0,2011-06-07
286.64,286.64,286.64,286.64,-1.8,0.0,2011-06-08
284.21,284.21,284.21,284.21,-0.85,0.0,2011-06-09
282.95,282.95,282.95,282.95,-0.44,0.0,2011-06-12
281.47,281.47,281.47,281.47,-0.52,0.0,2011-06-13
279.15,279.15,279.15,279.15,-0.82,0.0,2011-06-14
277.61,277.61,277.61,277.61,-0.55,0.0,2011-06-15
277.68,277.68,277.68,277.68,0.04,0.0,2011-06-16
285.17,285.17,285.17,285.17,1.96,0.0,2011-06-20
290.0,290.0,290.0,290.0,1.7,0.0,2011-06-21
296.84,296.84,296.84,296.84,2.29,0.0,2011-06-23
296.45,296.45,296.45,296.45,-0.13,0.0,2011-06-26
295.97,295.97,295.97,295.97,-0.16,0.0,2011-06-27
293.28,293.28,293.28,293.28,-0.91,0.0,2011-06-29
291.16,291.16,291.16,291.16,-0.72,0.0,2011-06-30
288.82,288.82,288.82,288.82,-0.8,0.0,2011-07-03
286.01,286.01,286.01,286.01,-0.97,0.0,2011-07-04
286.65,286.65,286.65,286.65,0.22,0.0,2011-07-05
286.39,286.39,286.39,286.39,-0.09,0.0,2011-07-06
284.86,284.86,284.86,284.86,-0.53,0.0,2011-07-07
286.26,286.26,286.26,286.26,0.49,0.0,2011-07-10
286.43,286.43,286.43,286.43,0.06,0.0,2011-07-11
286.61,286.61,286.61,286.61,0.06,0.0,2011-07-12
289.31,289.31,289.31,289.31,0.94,0.0,2011-07-13
294.15,294.15,294.15,294.15,1.67,0.0,2011-07-14
298.04,298.04,298.04,298.04,2.64,0.0,2011-07-17
297.05,297.05,297.05,297.05,-0.33,0.0,2011-07-18
297.93,297.93,297.93,297.93,0.3,0.0,2011-07-19
301.29,301.29,301.29,301.29,1.13,0.0,2011-07-20
299.41,299.41,299.41,299.41,-0.63,0.0,2011-07-21
296.4,296.4,296.4,296.4,-1.0,0.0,2011-07-24
293.64,293.64,293.64,293.64,-0.93,0.0,2011-07-25
293.66,293.66,293.66,293.66,0.01,0.0,2011-07-26
294.83,294.83,294.83,294.83,0.4,0.0,2011-07-27
295.2,295.2,295.2,295.2,0.12,0.0,2011-07-28
294.15,294.15,294.15,294.15,-0.29,0.0,2011-07-31
292.74,292.74,292.74,292.74,-0.48,0.0,2011-08-01
293.49,293.49,293.49,293.49,0.26,0.0,2011-08-02
293.31,293.31,293.31,293.31,-0.06,0.0,2011-08-03
294.25,294.25,294.25,294.25,0.32,0.0,2011-08-04
292.63,292.63,292.63,292.63,-0.55,0.0,2011-08-07
292.26,292.26,292.26,292.26,-0.14,0.0,2011-08-08
291.09,291.09,291.09,291.09,-0.56,0.0,2011-08-09
290.49,290.49,290.49,290.49,-0.21,0.0,2011-08-10
290.06,290.06,290.06,290.06,-0.15,0.0,2011-08-11
289.35,289.35,289.35,289.35,-0.25,0.0,2011-08-15
288.22,288.22,288.22,288.22,-0.39,0.0,2011-08-16
287.82,287.82,287.82,287.82,-0.14,0.0,2011-08-17
288.38,288.38,288.38,288.38,0.2,0.0,2011-08-18
285.92,285.92,285.92,285.92,-0.79,0.0,2011-08-22
286.04,286.04,286.04,286.04,0.04,0.0,2011-08-23
286.75,286.75,286.75,286.75,0.82,0.0,2011-08-24
286.63,286.63,286.63,286.63,-0.04,0.0,2011-08-25
284.85,284.85,284.85,284.85,-0.62,0.0,2011-08-28
284.68,284.68,284.68,284.68,-0.06,0.0,2011-08-29
285.71,285.71,285.71,285.71,0.46,0.0,2011-08-30
286.01,286.01,286.01,286.01,0.1,0.0,2011-09-01
284.98,284.98,284.98,284.98,-0.36,0.0,2011-09-04
282.72,282.72,282.72,282.72,-0.79,0.0,2011-09-05
282.42,282.42,282.42,282.42,-0.11,0.0,2011-09-06
283.81,283.81,283.81,283.81,0.49,0.0,2011-09-07
282.84,282.84,282.84,282.84,-0.34,0.0,2011-09-08
282.13,282.13,282.13,282.13,-0.25,0.0,2011-09-12
280.61,280.61,280.61,280.61,-0.54,0.0,2011-09-13
278.21,278.21,278.21,278.21,-0.85,0.0,2011-09-14
277.8,277.8,277.8,277.8,-0.14,0.0,2011-09-15
276.33,276.33,276.33,276.33,-0.53,0.0,2011-09-18
275.53,275.53,275.53,275.53,-0.29,0.0,2011-09-19
279.92,279.92,279.92,279.92,1.59,0.0,2011-09-20
280.22,280.22,280.22,280.22,0.11,0.0,2011-09-21
281.91,281.91,281.91,281.91,0.6,0.0,2011-09-22
281.98,281.98,281.98,281.98,0.02,0.0,2011-09-25
281.99,281.99,281.99,281.99,0.0,0.0,2011-09-26
281.08,281.08,281.08,281.08,-0.32,0.0,2011-09-27
281.79,281.79,281.79,281.79,0.25,0.0,2011-09-29
280.84,280.84,280.84,280.84,-0.34,0.0,2011-10-02
280.7,280.7,280.7,280.7,-0.05,0.0,2011-10-09
280.24,280.24,280.24,280.24,-0.16,0.0,2011-10-10
280.59,280.59,280.59,280.59,0.13,0.0,2011-10-12
279.29,279.29,279.29,279.29,-0.46,0.0,2011-10-13
278.87,278.87,278.87,278.87,-0.15,0.0,2011-10-16
278.5,278.5,278.5,278.5,-0.13,0.0,2011-10-17
278.92,278.92,278.92,278.92,0.15,0.0,2011-10-18
278.49,278.49,278.49,278.49,-0.15,0.0,2011-10-19
278.55,278.55,278.55,278.55,0.02,0.0,2011-10-20
278.31,278.31,278.31,278.31,-0.08,0.0,2011-10-23
278.45,278.45,278.45,278.45,0.05,0.0,2011-10-24
278.9,278.9,278.9,278.9,0.16,0.0,2011-10-25
278.26,278.26,278.26,278.26,-0.23,0.0,2011-10-30
278.13,278.13,278.13,278.13,-0.05,0.0,2011-10-31
282.1,282.1,282.1,282.1,1.43,0.0,2011-11-02
282.73,282.73,282.73,282.73,0.21,0.0,2011-11-03
282.54,282.54,282.54,282.54,-0.07,0.0,2011-11-06
281.34,281.34,281.34,281.34,-0.42,0.0,2011-11-08
280.04,280.04,280.04,280.04,-0.46,0.0,2011-11-09
279.67,279.67,279.67,279.67,-0.13,0.0,2011-11-10
278.79,278.79,278.79,278.79,-0.31,0.0,2011-11-13
277.72,277.72,277.72,277.72,-0.38,0.0,2011-11-14
277.45,277.45,277.45,277.45,-0.1,0.0,2011-11-15
276.93,276.93,276.93,276.93,-0.19,0.0,2011-11-16
