fiscal_year,bonus_share,cash_dividend,total_dividend,book_closure_date
2074/2075,5.00,6.37,11.37,2018-12-31 [Closed]
2073/2074,19.19,1.01,20.2,2017-12-29 [Closed]
2072/2073,24.7,1.3,26.00,2016-12-23 [Closed]
2071/2072,23.27,1.22,24.49,2015-12-29 [Closed]
2070/2071,23.75,,23.75,2014-11-27 [Closed]
2069/2070,10.00,4.00,14.00,
2068/2069,0.00,7.36,7.36,2012-12-20 [Closed]
2067/2068,0.00,6.00,6.00,2012-03-14 [Closed]
